frame_id,timestamp,tracking_cost,valid_projected_points,residual_mean,residual_median,residual_p95,inlier_ratio,relative_translation_m,relative_rotation_deg,tracking_failure,fallback_used,fallback_reason,keyframe_inserted,active_window_keyframes,active_inverse_depth_points
38,3.939488,231567.25456340055,1161,14.899876573301107,7.322071437037849,54.54372758761173,0.8354866494401378,0.978546471480669,0.2482121758890297,False,False,,False,5,3000
39,4.043107,311015.6549947772,1058,21.216470331544134,11.095937594844997,80.12884474500008,0.7438563327032136,1.9795883471264684,0.3825561889175483,False,False,,True,5,3000
40,4.146888,,1167,18.20414166006827,10.833352732898618,61.34364257174871,0.7737789203084833,0.9968770155923002,0.06043962829443542,True,True,lk_pnp,False,5,3000
41,4.25046,333830.79093591426,977,21.02831039887363,12.825506662945102,74.86986043988394,0.7246673490276356,2.019854253330282,0.32466260582011786,False,False,,True,5,3000
42,4.354202,229894.85492844516,1101,13.125451064726665,7.784981458052869,44.027365168089915,0.8619436875567665,1.0085129816576754,0.1056150418088361,False,False,,False,5,3000
43,4.45794,330546.3568936968,947,21.629638300738314,11.795075148898341,82.22700027881126,0.7529039070749736,2.0246299740642293,0.27641057175821543,False,False,,True,5,3000
44,4.561559,189047.09216342084,1247,15.450217026344642,7.126773685706002,60.82384476215232,0.8420208500400962,1.007739987958259,0.1714848414734756,False,False,,False,5,3000
45,4.665293,316331.44957274373,1004,20.946362179616035,9.709848818772144,72.53808965072928,0.7390438247011952,2.0165577998179414,0.44180189807371806,False,False,,True,5,3000
46,4.768912,235461.5403509646,1152,15.705989628368307,6.299117802034779,69.3294942633763,0.8255208333333334,1.0054008058949675,0.05028498315508098,False,False,,False,5,3000
47,4.872532,318581.3830277979,1023,22.106216704877344,9.835525649916661,89.43921195614796,0.7497556207233627,1.9961925520924018,0.1345608470737803,False,False,,True,5,3000
48,4.976146,191619.09735503778,1208,11.821652070379322,5.704135617511241,42.45624296002739,0.8733443708609272,0.9956487133699022,0.18484156734558208,False,False,,False,5,3000
49,5.079909,307811.1625965006,1020,19.598596352669702,8.885336742467217,70.39011469204613,0.7715686274509804,1.9916740798727657,0.1837227472656151,False,False,,False,5,3000
50,5.183503,373590.82201879827,909,24.522358143135122,12.983799427353745,88.81716555237968,0.6963696369636964,2.980426594660735,0.16397703475196437,False,False,,True,5,3000
51,5.287117,233226.19836605032,1215,20.307188483477223,7.17256238104094,93.19469037080587,0.7884773662551441,0.9908194690519123,0.10012241740932136,False,False,,False,5,3000
52,5.390861,318961.5554786024,1028,23.40848639183459,10.774220455844855,96.58141026140751,0.7529182879377432,1.983103807662853,0.2602603525792245,False,False,,False,5,3000
53,5.494473,376213.99055934086,905,25.17524858363145,13.895784570572502,100.96395615548012,0.7093922651933702,2.975905577281881,0.46530779230800295,False,False,,True,5,3000
54,5.598233,204432.91510443113,1225,14.337224113697742,7.041482983251001,52.9186039654107,0.8481632653061224,0.9724511894386789,0.10367657411358147,False,False,,False,5,3000
55,5.701829,310641.3206686642,1043,20.27844686014711,10.006780079638247,69.69685795109764,0.7334611697027804,1.946047298183492,0.17153994163943245,False,False,,True,5,3000
56,5.805571,194988.42327322433,1242,13.643985208015064,6.901809628862907,48.41727620408535,0.8438003220611916,0.9751606319529978,0.2236764735505738,False,False,,False,5,3000
57,5.909185,291836.5697605751,1083,19.45520493643858,9.583005352139878,78.49971401654118,0.7608494921514312,1.9390400972224362,0.3158630086445302,False,False,,True,5,3000
58,6.012921,207451.2003899066,1240,14.988754066958961,7.129500000400295,56.64852031133745,0.8193548387096774,0.9648764238911932,0.19437625304600487,False,False,,False,5,3000
59,6.116541,304405.3633118307,1083,20.497254648826026,9.882546434005732,74.41284720879709,0.7220683287165282,1.9268145785419033,0.3671176089620655,False,False,,True,5,3000
60,6.220278,220704.64316047064,1192,14.450292792676443,7.371652877791174,53.589955202554805,0.8322147651006712,0.9549581249618345,0.13763810088009065,False,False,,False,5,3000
61,6.323895,330355.53696917003,1019,21.613358201560093,11.336018712894173,77.33878730805581,0.718351324828263,1.9019656892385979,0.4457531948351915,False,False,,True,5,3000
62,6.427659,201513.2143166666,1232,15.420564439579797,7.057797155955939,58.89125427221145,0.8425324675324676,0.9527321346219287,0.30145522952241,False,False,,False,5,3000
63,6.531383,310973.50593627477,1055,21.228164203211115,11.086411617941309,79.6033358550441,0.7336492890995261,1.892584371623757,0.4324080399349851,False,False,,True,5,3000
64,6.634992,191760.64420932322,1232,13.364564453382565,5.914893157010597,53.353938421163605,0.8506493506493507,0.9431502415862596,0.26161046396586357,False,False,,False,5,3000
65,6.738741,289491.13472153124,1063,17.590147385231443,8.86273372533924,65.3814926808024,0.7808090310442145,1.8676442868296443,0.7306663710937282,False,False,,True,5,3000
66,6.84235,191193.0116298282,1238,13.591032597239,4.572142531538425,60.60323909683339,0.8441033925686591,0.9171192589909061,0.3129348153400938,False,False,,False,5,3000
67,6.945963,275443.5641393371,1119,19.720449950327314,8.102303509067724,84.41807069282694,0.7667560321715817,1.8313061468670138,0.4834196884541165,False,False,,False,5,3000
68,7.049705,369060.2806513063,907,24.29758040906851,11.037930080747572,100.80268133860797,0.7155457552370452,2.717103397176806,0.5850615192261784,False,False,,False,5,3000
69,7.153323,417289.95896043326,785,26.605845018755062,12.935949459828095,107.16442981845438,0.6789808917197452,3.6127256890438977,0.7233734110112924,False,False,,False,5,3000
70,7.256934,502051.0696013692,743,43.78621134587741,30.45192236485687,130.20169110940495,0.4360699865410498,3.857241175780011,1.3484411130143792,False,False,,False,5,3000
71,7.360549,545121.3568388135,566,41.75523735662513,34.484308442098836,110.4748372307659,0.37985865724381623,5.156252869109576,1.0348694490799994,True,True,constant_velocity,False,5,3000
72,7.464167,543625.0267798263,540,40.0303608327862,32.380533268733025,110.79718981433638,0.4074074074074074,5.165325767922246,1.4959613496854471,True,True,lk_pnp,False,5,3000
73,7.567786,546140.5758888819,606,51.5966558192649,38.10504503197805,148.10172688639307,0.36633663366336633,5.717259992585317,3.5749989891018723,True,True,constant_velocity,False,5,3000
74,7.671396,566171.4216725202,445,40.45392497739586,32.935358770576585,109.71586856026069,0.39101123595505616,7.542667783782986,1.3512334143335452,True,True,constant_velocity,False,5,3000
75,7.775144,532018.5176116227,628,45.182521202826756,33.88523193460571,123.02599294740672,0.4012738853503185,5.53886307821236,3.225338645067517,True,True,constant_velocity,False,5,3000
76,7.878754,375294.06256434857,1432,47.02116656432483,33.6430544642908,138.98684251817406,0.4155027932960894,0.38909471063144846,2.3493125575864218,False,False,,True,5,3000
77,7.982493,202225.44758903954,1291,17.746593482184917,7.338724541176781,71.02058878871065,0.790859798605732,0.7832593070127648,0.22087427887944708,False,False,,False,5,3000
78,8.086111,310528.4441127611,1113,25.40105739685634,12.418178225637973,99.72426463258465,0.7088948787061995,1.5467440017957266,0.42615026030083636,False,False,,False,5,3000
79,8.189849,371011.14108891354,964,27.545749300956786,15.065920936910459,102.92349855461312,0.6742738589211619,2.247958836179159,0.7228364194513764,False,False,,True,5,3000
80,8.29347,188523.04003603137,1295,16.378752571364288,8.300330121802006,58.39305938732048,0.8247104247104247,0.7154140529279892,0.35167033383452967,False,False,,False,5,3000
81,8.397102,303601.61219851667,1116,22.51665950237487,14.733312435794613,75.6138420595156,0.7060931899641577,1.4162481862716758,0.43416948343483425,False,False,,False,5,3000
82,8.500847,357590.9769665555,1050,28.069504810968986,17.865360862669924,93.05991729180025,0.6419047619047619,2.083226977083648,0.31570205532526224,False,False,,False,5,3000
83,8.604438,441644.0497147684,917,39.60777930522618,25.763808053254508,131.66325646083274,0.48854961832061067,2.77477703631432,0.7426969498346142,False,False,,True,5,3000
84,8.708175,171410.770665238,1314,14.968092235626635,7.460661384706185,67.57022443089261,0.8447488584474886,0.6414291990929207,0.2632914136874514,False,False,,False,5,3000
85,8.811795,268306.23144355,1152,20.251675270250715,10.530724308853586,77.66451488953577,0.7725694444444444,1.267592547732913,0.7746852697234258,False,False,,False,5,3000
86,8.915403,325834.5441264879,1063,23.21775050418483,14.350396143994573,83.60604232238232,0.691439322671684,1.8783865093876453,1.1194750472411918,False,False,,False,5,3000
87,9.019162,357327.9262355596,1021,24.062283858451405,16.00899008699433,71.36052862786643,0.6376101860920667,2.4718116550166545,1.0479727878881484,False,False,,True,5,3000
88,9.12289,116124.38146534337,1353,11.826342675554484,5.557459932645372,41.04148212477408,0.8928307464892831,0.5760194940730786,0.4042114599057675,False,False,,False,5,3000
89,9.226512,194634.75633490726,1256,16.530667248835492,8.374143563234881,63.31066308184643,0.8113057324840764,1.1362535962806264,0.65004977846726,False,False,,False,5,3000
90,9.330247,254777.36918912717,1141,18.960005029070835,10.142222040603002,69.66780280951838,0.7773882559158632,1.6853062791523379,1.030218087768989,False,False,,True,5,3000
91,9.433986,125107.89849247856,1354,13.22143638825225,5.976823869808115,51.91547286502167,0.8884785819793205,0.5306218667040223,0.573969876709511,False,False,,False,5,3000
92,9.537749,180174.14268108737,1261,14.007045381523676,7.507969866967073,47.44823110745838,0.8445678033306899,1.0483153789327753,1.1029953544401483,False,False,,True,5,3000
93,9.641587,128179.27537031888,1373,12.372635647946563,5.574019980682806,46.81589579495962,0.8885651857246905,0.5071020188297811,0.9232938549542655,False,False,,False,5,3000
94,9.745342,189531.82018225244,1281,14.730025464020237,7.617618821836118,54.03496819426974,0.8368462138953943,1.0012131939151017,1.9956148759181713,False,False,,True,5,3000
95,9.849229,98133.32742231111,1420,12.039504048723565,5.139486380037873,39.62919481601928,0.9028169014084507,0.48345743124871854,1.2697568121954863,False,False,,True,5,3000
96,9.953059,99169.97772784463,1399,10.968297176037336,5.600595979776955,32.38263277546937,0.9185132237312366,0.4704592768419858,1.5134143923080623,False,False,,True,5,3000
97,10.05693,84975.76130303463,1410,8.931595167813967,4.826832830458237,30.756970438210775,0.9312056737588652,0.45916685692870424,1.7000384175776295,False,False,,True,5,3000
98,10.16083,88868.29078745653,1384,9.160535644737974,4.995963463268229,32.90453011210964,0.9176300578034682,0.4535569784333756,1.8972583054159968,False,False,,True,5,3000
99,10.26466,96279.35966015948,1398,10.317380324784585,4.979259599503941,39.3374787247579,0.8905579399141631,0.4507959699488997,2.161852670894815,False,False,,True,5,3000
