frame_id,timestamp,tracking_cost,tracking_cost_per_point,valid_projected_points,valid_projected_ratio,residual_mean,residual_median,residual_p95,inlier_ratio,relative_translation_m,relative_rotation_deg,affine_gain,affine_bias,brightness_mode,depth_filter,lk_inliers,lk_photometric_translation_delta_m,lk_photometric_rotation_delta_deg,tracking_failure,fallback_used,fallback_reason,failure_reason,keyframe_inserted,consecutive_failures,reinitializations,active_window_keyframes,active_inverse_depth_points,active_points_culled,residual_p95_gate_rejections,cost_jump_rejections,lk_consistency_rejections,loop_candidates,loop_verified,loop_corrections_applied,ba_runs,ba_accepted,ba_rejected
11,1.140497,181293.95629341513,302.15659382235856,600,0.7575757575757576,27.324279188370934,13.25174854454626,111.15399861848452,0.6783333333333333,1.6358836461605786,0.4050344732392999,0.9704171860620133,8.977034375886673,affine,left_right_consistency,373,0.007943748756576819,0.015565578394652833,False,False,,,False,0,0,4,2345,55,0,0,0,0,0,0,2,2,0
12,1.244242,224989.5680120564,422.9127218271737,532,0.6717171717171717,34.75434085506524,19.18906160536958,120.80905964673906,0.575187969924812,2.4725732024387814,0.7148195536367999,0.924018410861146,18.626762918210176,affine,left_right_consistency,296,0.052813237221713404,0.1472996932938692,False,False,,,True,0,0,5,2945,55,0,0,0,0,0,0,2,2,0
13,1.347979,97148.30245536687,138.1910418995261,703,0.9082687338501292,16.142457631754557,6.987271090378584,70.65716439187564,0.8364153627311522,0.8381212704482199,0.21873436500025226,0.9484172290959624,5.329205501548749,affine,left_right_consistency,490,0.0017418466573777256,0.030548276887607778,False,False,,,False,0,0,5,2945,55,0,0,0,0,0,0,2,2,0
14,1.451596,160192.21810239105,260.0523021142712,616,0.7958656330749354,24.715505960641806,12.235439113523874,93.5411530364509,0.6964285714285714,1.6860198431107907,0.3139894705219051,0.9335251805503664,8.39211598443202,affine,left_right_consistency,376,0.018218465507663022,0.017999182378225165,False,False,,,False,0,0,5,2945,55,0,0,0,0,0,0,2,2,0
15,1.555212,210303.9281288018,451.2959831090168,466,0.6020671834625323,25.80413323926837,12.917255758733525,90.98418165854096,0.6866952789699571,2.5480719709833433,0.4001827698911845,0.9188815648245531,9.486520226294251,affine,left_right_consistency,300,0.0361609624906089,0.09863500173440841,False,False,,,True,0,0,5,2929,106,0,0,0,0,0,0,3,3,0
16,1.65896,73412.84632348502,102.9633188267672,713,0.9211886304909561,10.407445065067282,5.8290508084387795,39.6188477898537,0.8962131837307152,0.8652928442715537,0.22736197202079364,0.9787616736319111,3.416296344520544,affine,left_right_consistency,547,0.016368397187788,0.012373733850403435,False,False,,,False,0,0,5,2929,106,0,0,0,0,0,0,3,3,0
17,1.762569,154251.43118237486,258.81112614492423,596,0.7700258397932817,18.70611022954676,10.2795492366653,66.13005547975712,0.7533557046979866,1.741573432854868,0.41150647443464944,0.936553999790599,6.867618574440523,affine,left_right_consistency,424,0.038036013626805074,0.06999565664618057,False,False,,,False,0,0,5,2929,106,0,0,0,0,0,0,3,3,0
18,1.866302,179639.96254677704,318.51057189144865,564,0.7286821705426356,22.971154630549304,14.607939699751483,80.15536888828215,0.6932624113475178,2.6229918468648705,0.6676082398832213,0.8639584819908803,10.31261510939582,affine,left_right_consistency,283,0.0319999471970306,0.06934056778042852,False,False,,,True,0,0,5,2959,106,0,0,0,0,0,0,3,3,0
19,1.969923,73069.29705952885,95.64044117739378,764,0.9646464646464646,12.931745262217689,6.628009493831367,47.23134934593436,0.8573298429319371,0.8955608010568838,0.09427536210884752,0.9435428173738177,2.5412008741824352,affine,left_right_consistency,469,0.006815491685591419,0.009128588080510754,False,False,,,False,0,0,5,2959,106,0,0,0,0,0,0,3,3,0
20,2.073666,172797.1355411046,289.928079766954,596,0.7525252525252525,21.90818034828847,12.163390554685485,75.78725882816725,0.7181208053691275,1.802245310289445,0.2370622162686286,0.8996654785967614,4.95290198554831,affine,left_right_consistency,280,0.0450595668085198,0.02215244643714478,True,True,lk_pnp,cost_jump,True,1,0,5,2959,106,0,1,0,0,0,0,3,3,0
21,2.177281,121852.08838391709,173.08535281806405,704,0.8888888888888888,18.632564621466422,9.810077102098667,66.93424858903477,0.7826704545454546,0.90820094627172,0.14621721135873117,0.9491347332072554,4.824002496411899,affine,left_right_consistency,418,0.006937084890460693,0.02037086386384635,False,False,,,False,0,0,5,2959,106,0,1,0,0,0,0,3,3,0
22,2.281017,196117.33780763563,342.8624786846777,572,0.7222222222222222,28.23709398565595,15.506072851321782,107.53306813311777,0.6503496503496503,1.8234429777725956,0.20834105263930838,0.898066512188903,8.4621936218038,affine,left_right_consistency,233,0.02730254052668054,0.023045275052050868,False,False,,,True,0,0,5,2944,138,0,1,0,0,0,0,4,4,0
23,2.384639,134076.72792973008,197.1716587201913,680,0.8585858585858586,19.498732739810222,9.174471776616933,70.59152583907162,0.7352941176470589,0.9085629796138601,0.1352744858329356,0.9751794940652594,0.9189442744325145,affine,left_right_consistency,391,0.012845378379691436,0.03812263551299065,False,False,,,False,0,0,5,2944,138,0,1,0,0,0,0,4,4,0
24,2.48825,208623.74362868446,377.94156454471823,552,0.696969696969697,30.451526684764428,16.178330445782485,105.85324802155151,0.6159420289855072,1.8135889334430717,0.2592160695536343,0.8873807448208971,8.18363521214845,affine,left_right_consistency,292,0.014277708939225139,0.04458893505628329,False,False,,,True,0,0,5,2973,138,0,1,0,0,0,0,4,4,0
25,2.591988,103819.25650601462,140.86737653461955,737,0.9305555555555556,17.804422142016467,7.994973739439246,70.82048376401374,0.7951153324287653,0.9277920440173175,0.11378605650803612,0.9673692710950024,2.5562558244108495,affine,left_right_consistency,420,0.01712451832683012,0.017595913811103564,False,False,,,False,0,0,5,2973,138,0,1,0,0,0,0,4,4,0
26,2.695832,187277.33530456078,312.6499754667125,599,0.7563131313131313,27.73646168164177,15.965346720572853,109.90360388477959,0.6460767946577629,1.849104164710967,0.3084978609176711,0.9213875283748502,6.13104728712668,affine,left_right_consistency,237,0.11270787694712536,0.18169286192193354,False,False,,,True,0,0,5,2945,183,0,1,0,0,0,0,5,5,0
27,2.799367,97084.92803852305,130.6661211823998,743,0.9489144316730523,17.701678888836547,5.948821234394771,73.59987215355692,0.784656796769852,0.9389913410349082,0.228025313949255,0.9851978591628727,2.431503697419311,affine,left_right_consistency,408,0.03174570995171112,0.02226366897367024,False,False,,,False,0,0,5,2945,183,0,1,0,0,0,0,5,5,0
28,2.903084,183519.44294818607,322.5297767103446,569,0.7266922094508301,26.351386409129066,11.996428246731057,105.77601156340278,0.6695957820738138,1.8946431184474262,0.41505993236265615,0.9371629582276261,4.282049531098824,affine,left_right_consistency,316,0.058296102068093124,0.04358321518414537,False,False,,,True,0,0,5,2958,183,0,1,0,0,0,0,5,5,0
29,3.006768,96756.51286296433,132.72498335111706,729,0.9204545454545454,16.01174975139326,7.22767746291666,67.44724769305996,0.8175582990397805,0.9384518249384043,0.10733099143282859,1.0063758289229694,3.1798539047577465,affine,left_right_consistency,424,0.00579840139057814,0.025134771249891646,False,False,,,False,0,0,5,2958,183,0,1,0,0,0,0,5,5,0
30,3.110441,184435.8784559304,324.1403839295789,569,0.7184343434343434,25.085629351179747,12.24439163386802,97.59502061879354,0.6994727592267135,1.8799559590559738,0.22016837953157745,0.9897945779466711,4.500873543371071,affine,left_right_consistency,303,0.0248501417752587,0.04271839913788663,False,False,,,False,0,0,5,2958,183,0,1,0,0,0,0,5,5,0
31,3.214057,232662.3182542415,486.74125157791104,478,0.6035353535353535,32.04593282561589,18.83704114134953,110.5224633427278,0.5857740585774058,2.8291481153170372,0.5025526693491791,0.9145923839615746,11.220293394399434,affine,left_right_consistency,161,0.0748139135756853,0.14609807152046567,False,False,,,True,0,0,5,2979,183,0,1,0,0,0,0,6,5,1
32,3.317669,85902.92236120289,115.15137045737653,746,0.9419191919191919,13.936274136938206,5.95103951200327,54.03603193557113,0.8297587131367292,0.9518346587755282,0.1962630160851487,1.0087776846881824,3.383007078021809,affine,left_right_consistency,435,0.01671698029536047,0.05772169413370139,False,False,,,False,0,0,5,2979,183,0,1,0,0,0,0,6,5,1
33,3.421285,185105.81601896102,334.1260216948755,554,0.6994949494949495,22.93735252770347,11.087190197433628,93.98985454473372,0.7184115523465704,1.9234256364924247,0.2296943230626742,0.976741381590007,7.016225445892416,affine,left_right_consistency,261,0.033139219597627646,0.042038593593523216,False,False,,,False,0,0,5,2979,183,0,1,0,0,0,0,6,5,1
34,3.524925,223062.67480673938,459.9230408386379,485,0.6123737373737373,30.415845003168187,15.107517325974456,107.21107171327807,0.6494845360824743,2.8983432455115206,0.37236839691877327,0.982099951574688,6.242562443059238,affine,left_right_consistency,184,0.12932146344529744,0.07306563663868101,False,False,,,True,0,0,5,2989,183,0,1,0,0,0,0,6,5,1
35,3.628545,128348.81092624458,178.2622373975619,720,0.9090909090909091,22.02135065501475,10.287943181352912,93.92157656464511,0.725,0.986131829810892,0.3661846352490952,0.954229849311724,2.435510845326716,affine,left_right_consistency,435,0.009713722975488507,0.052079720409679744,False,False,,,False,0,0,5,2989,183,0,1,0,0,0,0,6,5,1
36,3.732256,204443.7599232364,362.48893603410704,564,0.7121212121212122,31.1717885857514,16.064053819951766,114.39792573222427,0.6134751773049646,1.9602273851755165,0.709862007194391,0.945047732699702,7.310444497973309,affine,left_right_consistency,204,0.22711137970593967,0.2395248714701808,False,False,,,False,0,0,5,2989,183,0,1,0,0,0,0,6,5,1
37,3.835871,241978.1067061196,528.3364775242786,458,0.5782828282828283,33.71136409041573,17.540834050645902,109.20860936752403,0.5786026200873362,2.918245380376708,0.7481054190673029,0.9169675273818035,12.257701475839724,affine,left_right_consistency,210,0.07586383180231628,0.01952623071439291,False,False,,,True,0,0,5,2963,220,0,1,0,0,0,0,7,6,1
38,3.939488,133534.6700694951,210.62250799604905,634,0.8005050505050505,15.784207012146457,8.291445234975393,51.85873659900748,0.805993690851735,0.9745310566935717,0.24806103917848407,0.9984978749418297,1.8084407242822647,affine,left_right_consistency,461,0.005168702050496468,0.02939401734696309,False,False,,,False,0,0,5,2963,220,0,1,0,0,0,0,7,6,1
39,4.043107,172472.12837990315,289.86912332756833,595,0.7512626262626263,22.782966820547315,10.80377270163001,84.06393030236117,0.692436974789916,1.9871049069731737,0.3663944960631851,0.9714766302375658,9.362575480690436,affine,left_right_consistency,338,0.060695452027134986,0.04266591690282801,False,False,,,True,0,0,5,2971,220,0,1,0,0,0,0,7,6,1
40,4.146888,101145.58057634956,140.2851325608177,721,0.9103535353535354,15.23710149523112,7.933584894189501,57.84885123385456,0.826629680998613,1.00447582253803,0.09462171755183334,0.9825574477792494,5.769948360083539,affine,left_right_consistency,410,0.01595480108756801,0.06692683518020213,False,False,,,False,0,0,5,2971,220,0,1,0,0,0,0,7,6,1
41,4.25046,179318.35930647148,311.31659601817967,576,0.7272727272727273,22.222224530382153,12.26581218232591,78.64425601739538,0.7135416666666666,2.000468651010293,0.34049907681516123,0.910919011293524,17.094045372621334,affine,left_right_consistency,334,0.04143240623957523,0.05468146794791315,False,False,,,True,0,0,5,2934,270,0,1,0,0,0,0,8,7,1
42,4.354202,126021.02954502698,199.7163701189017,631,0.8152454780361758,14.862457451066355,8.202776258685859,56.579548893533406,0.820919175911252,1.0088534989022082,0.10305162022951778,0.9848838236111662,7.825963101476424,affine,left_right_consistency,414,0.04356156347883066,0.021713890912634405,False,False,,,False,0,0,5,2934,270,0,1,0,0,0,0,8,7,1
43,4.45794,179423.4816476612,322.1247426349393,557,0.7196382428940569,24.839977334879418,11.767943129582761,92.91841022692913,0.703770197486535,2.034365485113045,0.2879691829345715,0.9817931241310928,10.712654645956317,affine,left_right_consistency,326,0.06459184710731591,0.16769294985219688,False,False,,,True,0,0,5,2958,270,0,1,0,0,0,0,8,7,1
44,4.561559,107024.57947200505,148.6452492666737,720,0.9090909090909091,18.42213974266467,7.75524394682445,75.50397730384248,0.8083333333333333,1.0166633797389946,0.18132087188917892,0.9824391099160087,2.024272416268686,affine,left_right_consistency,409,0.04397684725770676,0.0361698429235592,False,False,,,False,0,0,5,2958,270,0,1,0,0,0,0,8,7,1
45,4.665293,181322.64763290476,317.55279795605037,571,0.7209595959595959,24.161791127090176,12.000381399366617,89.08561462706685,0.7338003502626971,2.0323360864713713,0.43515577843812564,0.9483080197537299,10.4319622966308,affine,left_right_consistency,293,0.018033746558562515,0.023993923272081236,False,False,,,True,0,0,5,2944,316,0,1,0,0,0,0,9,8,1
46,4.768912,95996.04198293135,136.16459855734942,705,0.8901515151515151,13.847187616009673,6.184735579310512,50.4025257827979,0.849645390070922,1.0037805152013384,0.047223550991910467,1.0003980977205933,2.083181173844325,affine,left_right_consistency,456,0.022111463866134357,0.0177496051074096,False,False,,,False,0,0,5,2944,316,0,1,0,0,0,0,9,8,1
47,4.872532,180946.99702449443,313.057088277672,578,0.7297979797979798,25.138973273720378,12.579781479684954,101.5413844678948,0.7093425605536332,2.0016243494011863,0.18329138881857576,0.9700110678565972,6.927353281222719,affine,left_right_consistency,333,0.026585552148490177,0.07688286719639957,False,False,,,True,0,0,5,2958,316,0,1,0,0,0,0,9,8,1
48,4.976146,88270.92966356322,122.9400134590017,718,0.9077117572692794,12.02459627808458,6.560111757670704,43.89603682946639,0.8676880222841226,0.9888375587373361,0.18857358259894688,0.9853057345103052,3.8222396160755174,affine,left_right_consistency,498,0.005140504005513775,0.010210151721095833,False,False,,,False,0,0,5,2958,316,0,1,0,0,0,0,9,8,1
49,5.079909,175263.34643946672,312.9702614990477,560,0.7079646017699115,21.32079050709156,10.575676558463691,81.42162382119797,0.7607142857142857,1.982077241734869,0.17700075431734497,0.954745102080958,8.086962241677627,affine,left_right_consistency,344,0.011341241155513002,0.023233211780144376,False,False,,,False,0,0,5,2958,316,0,1,0,0,0,0,9,8,1
50,5.183503,208630.3023980292,416.42774929746344,501,0.6333754740834386,24.76662383995768,14.68304582429252,87.7082024512282,0.6846307385229541,2.9779444315242465,0.15266402272207524,0.9645632252250842,6.8463717310080066,affine,left_right_consistency,273,0.0347029207406106,0.071603747622952,False,False,,,True,0,0,5,2937,357,0,1,0,0,0,0,10,9,1
51,5.287117,126968.38997196137,177.8268767114305,714,0.9015151515151515,23.594534538116882,10.441625943973378,111.31761507962035,0.757703081232493,1.0058043748790473,0.12598884550865064,0.9081729247881807,5.479749877435622,affine,left_right_consistency,436,0.028276632930048715,0.07083067559367603,False,False,,,False,0,0,5,2937,357,0,1,0,0,0,0,10,9,1
52,5.390861,196179.1538190854,347.8353791118535,564,0.7121212121212122,31.256660747719362,13.55669825830078,134.2938171841363,0.6595744680851063,1.9733404484634425,0.25532762866750147,0.9161915131910077,6.046071611057376,affine,left_right_consistency,350,0.05980915412668451,0.07243482593398115,False,False,,,False,0,0,5,2937,357,0,1,0,0,0,0,10,9,1
53,5.494473,223599.53188869404,443.6498648585199,504,0.6363636363636364,29.25854365985889,18.178011169758932,100.47529112171063,0.6111111111111112,3.036670786586331,0.4353862605970901,0.7984361362792369,21.74148607358353,affine,left_right_consistency,280,0.03639067114773184,0.032802405487775084,False,False,,,True,0,0,5,2953,357,0,1,0,0,0,0,10,9,1
54,5.598233,98747.78339656381,140.66635811476326,702,0.8863636363636364,13.936105805998466,6.558033187915971,47.498193819037624,0.8575498575498576,0.9786851999971543,0.10447864757290565,1.000676871615964,0.14638977652463003,affine,left_right_consistency,470,0.012252875291652296,0.02408071782003641,False,False,,,False,0,0,5,2953,357,0,1,0,0,0,0,10,9,1
55,5.701829,169076.46212396983,291.51114159305143,580,0.7323232323232324,20.210714001167577,10.839328606871987,69.27405144162867,0.743103448275862,1.9569289182643945,0.1624359521805795,0.9725581503849653,5.562510490310408,affine,left_right_consistency,360,0.022518836150164635,0.06609516767436317,False,False,,,True,0,0,5,2981,357,0,1,0,0,0,0,11,9,2
56,5.805571,89346.36448024749,122.7285226377026,728,0.9191919191919192,13.338686539998557,6.9025381952803535,43.370916288436874,0.8461538461538461,0.9732572100730782,0.2250292004938916,0.9934471321497571,-0.324765334059841,affine,left_right_consistency,468,0.012588050015566347,0.04085596974705027,False,False,,,False,0,0,5,2981,357,0,1,0,0,0,0,11,9,2
57,5.909185,170838.80500416638,289.55729661723115,590,0.7449494949494949,21.700413455720554,11.94818632144279,85.30836253688831,0.7254237288135593,1.9391683158012754,0.3233559943357227,0.9547651591570709,2.8555224286307532,affine,left_right_consistency,278,0.028551142895539623,0.03780563468221694,False,False,,,True,0,0,5,2994,357,0,1,0,0,0,0,11,9,2
58,6.012921,89762.3039767535,120.48631406275636,745,0.9406565656565656,14.693847579520384,7.021084842217107,54.74049084731508,0.8214765100671141,0.9657220644966127,0.19012400338319155,0.9497121307393505,4.068117324563095,affine,left_right_consistency,444,0.008757744058531337,0.023950437842759523,False,False,,,False,0,0,5,2994,357,0,1,0,0,0,0,11,9,2
59,6.116541,166310.68407624195,277.64721882511174,599,0.7563131313131313,20.235239453087125,11.156120429826217,73.10549141153264,0.7312186978297162,1.9275321948730322,0.35724419123089346,0.8953338663617952,9.092476939975521,affine,left_right_consistency,329,0.034958184317310494,0.047846715898808664,False,False,,,True,0,0,5,2971,386,0,1,0,0,0,0,12,10,2
60,6.220278,106523.54217743358,155.05610215055836,687,0.8674242424242424,13.747390177292603,7.414646486140967,48.89434628470485,0.8355167394468704,0.951386246541243,0.13675998304627077,0.9740649397851229,2.4393369693953884,affine,left_right_consistency,462,0.005063324625170447,0.023317569628750378,False,False,,,False,0,0,5,2971,386,0,1,0,0,0,0,12,10,2
61,6.323895,170448.9695187377,299.03327985743454,570,0.7196969696969697,19.473372282121574,10.896507879403373,67.9167833797915,0.7649122807017544,1.921203603953837,0.4441701366363992,0.9651688633912059,4.872036083924742,affine,left_right_consistency,358,0.03146650142006693,0.029060713996185792,False,False,,,True,0,0,5,2983,386,0,1,0,0,0,0,12,10,2
62,6.427659,91233.53548581351,127.42113894666691,716,0.9040404040404041,13.649066475378104,6.868647383668446,49.51418096458003,0.8505586592178771,0.9491612472860868,0.29868668129753545,0.9752305591739523,6.030469593641013,affine,left_right_consistency,446,0.00918526719856281,0.024967357553600418,False,False,,,False,0,0,5,2983,386,0,1,0,0,0,0,12,10,2
63,6.531383,169405.28722107393,296.68176395984926,571,0.7209595959595959,18.769498246520747,10.812723403862861,61.87039914344233,0.7583187390542907,1.8892578700026836,0.42996536625572324,0.9626474070419619,9.880129993081388,affine,left_right_consistency,330,0.030183963180658163,0.07219604275148948,False,False,,,True,0,0,5,2965,413,0,1,0,0,0,0,13,11,2
64,6.634992,78007.60236735223,107.15329995515415,728,0.9191919191919192,11.304691807616335,5.559692969007074,46.05446304731367,0.8956043956043956,0.9399948325970219,0.2588882047436255,0.9872551077736007,0.711216380993355,affine,left_right_consistency,483,0.01212540045519865,0.021230560977290237,False,False,,,False,0,0,5,2965,413,0,1,0,0,0,0,13,11,2
65,6.738741,163189.4375844191,285.2962195531802,572,0.7222222222222222,17.20410772052553,8.879757621860303,60.78636693555124,0.7884615384615384,1.8633311972477733,0.7271601044843119,0.9537678241942774,2.0704272667828096,affine,left_right_consistency,350,0.07071731813796868,0.0703770929511212,False,False,,,True,0,0,5,2980,413,0,1,0,0,0,0,13,11,2
66,6.84235,93229.84975077663,127.53741415974915,731,0.922979797979798,14.265146279227226,5.325225510935553,55.87102986251887,0.8303693570451436,0.9208390666112705,0.31366398890856334,0.9939610074552789,1.0886794705087575,affine,left_right_consistency,456,0.011323936555211817,0.014635795739102602,False,False,,,False,0,0,5,2980,413,0,1,0,0,0,0,13,11,2
67,6.945963,158029.71118852345,264.7063839003743,597,0.7537878787878788,20.89177632576636,8.401553302744134,95.24919082744712,0.7638190954773869,1.8371378209418963,0.47730434289742085,0.99042555214409,2.5324294794978357,affine,left_right_consistency,274,0.05756525096000713,0.038367428130209325,False,False,,,False,0,0,5,2980,413,0,1,0,0,0,0,13,11,2
68,7.049705,205500.0563425865,411.82376020558416,499,0.6300505050505051,25.555138675972568,13.121825284484252,109.20773026447019,0.7014028056112225,2.7231800299728985,0.5763073862408863,0.9620619409626632,6.351525563482923,affine,left_right_consistency,196,0.15858363897362626,0.130498882007555,False,False,,,False,0,0,5,2980,413,0,1,0,0,0,0,13,11,2
69,7.153323,245748.64081492156,531.9234649673626,462,0.5833333333333334,35.869612773280224,20.30850456789645,117.2454450792153,0.538961038961039,3.3981551404536434,0.6970741470871376,0.8584849566321567,18.526404969001824,affine,left_right_consistency,171,0.0995650528092003,0.10966192886493989,False,False,,,False,0,0,5,2980,413,0,1,0,0,0,0,13,11,2
70,7.256934,286545.0647951002,746.2111062372401,384,0.48484848484848486,47.39120347469489,32.68547351510536,136.20465104856075,0.4166666666666667,4.4307543163162695,0.7618687157679546,0.8662890478306063,23.479849967565322,affine,left_right_consistency,167,0.024311207787798456,0.032270580631525644,False,False,,,False,0,0,5,2980,413,0,1,0,0,0,0,13,11,2
71,7.360549,269013.7512859652,856.7316919935198,314,0.39646464646464646,54.9646685026901,37.7607142298835,151.62730503616655,0.3471337579617834,5.1369881670864315,0.8817139260617339,1.0056224413556445,9.873615008845063e-05,affine,left_right_consistency,172,0.021982185834444563,0.05739234801735479,True,True,constant_velocity,photometric_optimization_failed,True,1,0,5,2980,413,0,1,0,0,0,0,13,11,2
72,7.464167,119117.34521104961,179.3935921853157,664,0.8383838383838383,15.746557831079201,7.010556809576602,67.53625022105716,0.8298192771084337,0.8365816680394043,0.10689799313931345,0.9760917978818779,4.2461204230211065,affine,left_right_consistency,439,0.009400034001148463,0.016681835682614908,False,False,,,False,0,0,5,2980,413,0,1,0,0,0,0,13,11,2
73,7.567786,208804.86343477896,364.4063934289336,573,0.7234848484848485,28.385527455299144,19.513545309117653,84.94433138365031,0.5863874345549738,1.5806082356932714,0.34763978800861917,0.8866429595806155,18.31555872658556,affine,left_right_consistency,328,0.16954857859834865,0.1822429946291978,False,False,,,False,0,0,5,2980,413,0,1,0,0,0,0,13,11,2
74,7.671396,220051.15174633247,445.4476755998633,494,0.6237373737373737,26.24546917407759,16.755611701106233,80.8209343916777,0.6578947368421053,2.4681243268301696,0.3223084722842209,0.9047605673742716,14.83664645836222,affine,left_right_consistency,291,0.06279732346150932,0.09033734705418929,False,False,,,False,0,0,5,2980,413,0,1,0,0,0,0,13,11,2
75,7.775144,185497.54110243922,405.9027157602609,457,0.577020202020202,31.175834055425984,23.73625128253132,88.8378161381686,0.5185995623632386,3.2500869861897654,0.457607942343808,0.9920651324795413,9.29404625140319,affine,left_right_consistency,253,0.04090953316993154,0.08247557018356884,True,True,lk_pnp,photometric_optimization_failed,True,1,0,5,2980,413,0,1,0,0,0,0,13,11,2
76,7.878754,117891.33218020898,165.81059378369758,711,0.8977272727272727,18.49722333525382,8.438235524963034,61.05102703128004,0.7538677918424754,0.795138476518738,0.25876973370145034,0.997583913430066,-0.10147312250324347,affine,left_right_consistency,446,0.005152270730919283,0.008557889916806885,False,False,,,False,0,0,5,2980,413,0,1,0,0,0,0,13,11,2
77,7.982493,162513.5350935292,249.6367666567269,651,0.821969696969697,24.340946615678902,13.016011745731078,79.56744044823174,0.6912442396313364,1.5642260067858234,0.461493679259246,0.9553300135858567,6.167705608346766,affine,left_right_consistency,365,0.02857221990561773,0.05976132576592802,False,False,,,True,0,0,5,2994,413,0,1,0,0,0,0,14,11,3
78,8.086111,97238.52877587575,129.65137170116768,750,0.946969696969697,17.115244676067608,9.01350780463649,65.3891010421806,0.7986666666666666,0.7535912671092474,0.31560254300032314,0.9977135604843631,1.2197954285786305,affine,left_right_consistency,485,0.0021324804532625212,0.004933649935274867,False,False,,,False,0,0,5,2994,413,0,1,0,0,0,0,14,11,3
