frame_id,timestamp,tracking_cost,tracking_cost_per_point,valid_projected_points,valid_projected_ratio,residual_mean,residual_median,residual_p95,inlier_ratio,relative_translation_m,relative_rotation_deg,affine_gain,affine_bias,brightness_mode,depth_filter,lk_inliers,lk_photometric_translation_delta_m,lk_photometric_rotation_delta_deg,tracking_failure,fallback_used,fallback_reason,failure_reason,keyframe_inserted,consecutive_failures,reinitializations,active_window_keyframes,active_inverse_depth_points,active_points_culled,residual_p95_gate_rejections,cost_jump_rejections,lk_consistency_rejections,loop_candidates,loop_verified,loop_corrections_applied,ba_runs,ba_accepted,ba_rejected
79,8.189849,179577.34714798653,287.7842101730553,624,0.7878787878787878,24.78207092876918,17.762032620454562,76.81425478085175,0.6522435897435898,1.4765590270721545,0.717042563135351,0.9708117936516915,9.027880666183194,affine,left_right_consistency,385,0.012876119857959577,0.01243667992734481,False,False,,,True,0,0,5,2997,413,0,1,0,0,0,0,14,11,3
80,8.29347,96241.20434439683,136.70625617101823,704,0.9299867899603699,16.39771804685126,9.018468544791745,52.8015074343139,0.8139204545454546,0.7173890274422552,0.35268274148358797,1.024478840846664,0.0956257751302787,affine,left_right_consistency,528,0.01333973621661651,0.005004684789917039,False,False,,,False,0,0,5,2997,413,0,1,0,0,0,0,14,11,3
81,8.397102,164833.72216331708,274.72287027219517,600,0.7926023778071334,24.768027356170013,15.737721312823332,86.08463861673884,0.6783333333333333,1.4199088962286461,0.43459966997142646,0.9697794663794624,9.605665895705071,affine,left_right_consistency,455,0.021551587486105916,0.0364643232997691,False,False,,,False,0,0,5,2997,413,0,1,0,0,0,0,14,11,3
82,8.500847,191595.53156522216,337.3160766993348,568,0.750330250990753,29.07482509899629,19.641013241521293,98.54557954737629,0.5915492957746479,2.1029547572531295,0.31022526401093414,0.870383067899799,24.8373830792028,affine,left_right_consistency,403,0.0424339798086986,0.04042164256881071,False,False,,,False,0,0,5,2997,413,0,1,0,0,0,0,14,11,3
83,8.604438,213965.78424335277,408.3316493193755,524,0.6922060766182299,32.75398546593729,21.967352527642426,103.29769049896392,0.5477099236641222,2.739954536136513,0.2976870048958135,0.8759202006200675,26.92636693980351,affine,left_right_consistency,366,0.021906340064764506,0.0480174482164022,False,False,,,True,0,0,5,3000,413,0,1,0,0,0,0,15,11,4
84,8.708175,80538.48941908531,114.89085509141984,701,0.9384203480589023,14.083115202286425,7.902855213721807,50.03585753205678,0.8673323823109843,0.6425283205512498,0.2562364396933465,0.9610519860516289,6.06181323324384,affine,left_right_consistency,533,0.012350276813088083,0.024239916909926412,False,False,,,False,0,0,5,3000,413,0,1,0,0,0,0,15,11,4
85,8.811795,129686.20285720569,207.830453296804,624,0.8353413654618473,20.043519342346332,10.51979705207549,65.95119875218091,0.7644230769230769,1.265804862436021,0.769151539013012,0.9660242737085518,7.946315025266614,affine,left_right_consistency,506,0.010386178011286393,0.03119790411782384,False,False,,,False,0,0,5,3000,413,0,1,0,0,0,0,15,11,4
86,8.915403,156867.74797710078,274.7246024117352,571,0.7643908969210174,19.07469868678196,12.198882545304997,55.3905935710623,0.7338003502626971,1.8743802721597465,1.1022623621497383,0.9513311589928465,11.008960675858368,affine,left_right_consistency,491,0.02744913241757103,0.07078865792001135,False,False,,,False,0,0,5,3000,413,0,1,0,0,0,0,15,11,4
87,9.019162,172521.5153823804,303.20125726253144,569,0.7617135207496654,23.127632291420433,15.739324401579523,69.61822866485028,0.6572934973637962,2.47425764696309,1.0402189316485873,0.9579600694725156,13.61271456364386,affine,left_right_consistency,451,0.042408810074043395,0.11046357867815187,False,False,,,True,0,0,5,3000,413,0,1,0,0,0,0,15,11,4
88,9.12289,62345.26699513484,85.05493450905163,733,0.9812583668005355,13.411312744468399,6.197258922717822,43.326763227566055,0.8758526603001364,0.578909584334575,0.39909419631834414,0.9838928025720433,3.2954864727943165,affine,left_right_consistency,549,0.008944067126264296,0.02583182348978564,False,False,,,False,0,0,5,3000,413,0,1,0,0,0,0,15,11,4
89,9.226512,103258.27575548501,146.88232682145807,703,0.9410977242302544,19.171840301516838,10.07453749131605,67.0433773251501,0.7596017069701281,1.1387596462335483,0.6458850140993707,0.9701956384753544,6.822028122829373,affine,left_right_consistency,536,0.013550948849169858,0.04677516328162193,False,False,,,False,0,0,5,3000,413,0,1,0,0,0,0,15,11,4
90,9.330247,136858.16890111254,212.51268462905674,644,0.8621151271753681,21.807181121039793,12.036166232298456,77.42366639345853,0.717391304347826,1.6839453287654313,1.0357781031553328,0.9167966712544979,12.122326578592265,affine,left_right_consistency,489,0.024959406739447253,0.08171042447509766,False,False,,,True,0,0,5,2982,431,0,1,0,0,0,0,16,12,4
91,9.433986,136801.53690898587,184.61745871658013,741,0.946360153256705,23.823290433908767,15.973271113531752,80.62157247475197,0.6734143049932524,0.5260613982903207,0.5872858271011213,1.010133471259917,0.011399455206752798,affine,left_right_consistency,528,0.03906338264241474,0.12284225852889678,False,False,,,False,0,0,5,2982,431,0,1,0,0,0,0,16,12,4
92,9.537749,113383.65046227712,159.47067575566402,711,0.9080459770114943,19.584120940889047,10.046452520902662,74.26380868116235,0.8016877637130801,1.0422153347488419,1.1116374637757613,0.9790701588829068,3.296650601343539,affine,left_right_consistency,495,0.011861833970551143,0.03370445772250834,False,False,,,True,0,0,5,2985,431,0,1,0,0,0,0,16,12,4
93,9.641587,74876.58522295015,99.70251028355545,751,0.9591315453384419,14.031363857588843,6.368267955459373,71.81722759051569,0.8575233022636485,0.5020198445137207,0.9199195657714987,1.0005098142019313,-0.1702240363329337,affine,left_right_consistency,517,0.006457265393150064,0.019445479611622758,False,False,,,False,0,0,5,2985,431,0,1,0,0,0,0,16,12,4
94,9.745342,106334.7845173158,150.402806955185,707,0.9029374201787995,17.22879682081189,8.195096559962934,67.08585083837013,0.809052333804809,0.9925735982493044,1.9939798251295489,0.9945276852992548,1.560194523665444,affine,left_right_consistency,450,0.014065380845983527,0.0356102569037043,False,False,,,True,0,0,5,2938,490,0,1,0,0,0,0,17,13,4
95,9.849229,59685.2490306632,77.41277435883684,771,0.9961240310077519,14.55243837512536,5.729990376300549,70.91018485915544,0.8664072632944229,0.4818591464937711,1.2700977098977038,0.997832869323434,-0.19684188944087405,affine,left_right_consistency,541,0.004638183055831276,0.0181760230641366,False,False,,,True,0,0,5,2956,490,0,1,0,0,0,0,17,13,4
96,9.953059,69738.75309509101,93.60906455716915,745,0.9600515463917526,13.357067511133913,6.275912760318718,44.90672879240702,0.8778523489932886,0.4673770697859928,1.5186383071543335,0.9773168546020663,0.6698636117249608,affine,left_right_consistency,547,0.005165683154993164,0.02558093543398283,False,False,,,True,0,0,5,2942,525,0,1,0,0,0,0,18,14,4
97,10.05693,54772.75066740692,71.59836688549925,765,0.9858247422680413,12.13589806222981,4.781432173866847,54.04888307819791,0.8967320261437909,0.4576638769942488,1.7009555190410932,0.9734617399114825,1.1245055805143949,affine,left_right_consistency,518,0.004314104532419753,0.016350458907106933,False,False,,,True,0,0,5,2967,525,0,1,0,0,0,0,18,14,4
98,10.16083,50274.70350626538,64.04420828823615,785,0.9911616161616161,9.855962534221534,5.771347293926446,33.05147570405646,0.9070063694267516,0.45222108971208164,1.898089829345971,0.97358821544013,-0.34514775692254773,affine,left_right_consistency,541,0.005429327536365851,0.014791206053994756,False,False,,,True,0,0,5,2978,525,0,1,0,0,0,0,19,14,5
99,10.26466,59283.74743182834,75.71359825265434,783,0.9987244897959183,11.645621538841683,5.7245616565412405,41.8150165847646,0.8646232439335888,0.45148893790871925,2.158928285402043,0.975141994910064,1.2282794277801135,affine,left_right_consistency,532,0.0029850413990773097,0.012712559745882094,False,False,,,True,0,0,5,2992,525,0,1,0,0,0,0,19,14,5
